ovlp_gene	gene_id	collapsing_category	collapsing_gene_id	gnSimpleBiotype	coverage
1	ENSMUSG00000086233.4	Overlaps	ENSG00000253711.1	lncRNA	0.171
1	ENSMUSG00000086245.2	Overlaps	ENSG00000250900.7	lncRNA	0.112
1	ENSMUSG00000086264.12	Overlaps,Included	ENSG00000234132.3	lncRNA	0.451
1	ENSMUSG00000086266.2	Overlaps	ENSG00000099869.8	lncRNA	0.122
1	ENSMUSG00000086296.5	Overlaps	ENSG00000242797.4	lncRNA	0.425
1	ENSMUSG00000086308.4	Overlaps,Extends,Included	ENSG00000259460.2	lncRNA	0.714
1	ENSMUSG00000086354.3	Overlaps	ENSG00000237298.12	lncRNA	0.987
1	ENSMUSG00000086363.10	Included,Overlaps,Equal	ENSG00000231754.4,ENSG00000280989.3	lncRNA	0.132
1	ENSMUSG00000086365.4	Overlaps,Included	ENSG00000233919.2	lncRNA	0.315
1	ENSMUSG00000086368.5	Included,Overlaps	ENSG00000248008.5	lncRNA	0.131
1	ENSMUSG00000086371.2	Included	ENSG00000234323.11	lncRNA	1.0
1	ENSMUSG00000086390.10	Overlaps,Included	ENSG00000305338.1	lncRNA	0.108
1	ENSMUSG00000086395.2	Included	ENSG00000309115.1	lncRNA	0.294
1	ENSMUSG00000086426.3	Overlaps	ENSG00000237863.4	lncRNA	0.565
1	ENSMUSG00000086427.10	Overlaps,Equal	ENSG00000240990.10	lncRNA	0.740
1	ENSMUSG00000086429.12	Included,Overlaps,Extends	ENSG00000206573.12	lncRNA	0.211
1	ENSMUSG00000086481.4	Overlaps,Included	ENSG00000306593.1	lncRNA	0.153
1	ENSMUSG00000086490.3	Overlaps,Included	ENSG00000308590.1	lncRNA	0.277
1	ENSMUSG00000086496.4	Overlaps,Included	ENSG00000301653.1	lncRNA	0.233
1	ENSMUSG00000086509.4	Overlaps,Included	ENSG00000258197.2,ENSG00000279082.6,ENSG00000297766.1	lncRNA	0.421
1	ENSMUSG00000086522.3	Overlaps	ENSG00000298493.1	lncRNA	0.099
1	ENSMUSG00000086527.2	Included	ENSG00000280007.1	lncRNA	0.354
1	ENSMUSG00000086537.10	Included,Overlaps	ENSG00000268649.5,ENSG00000235590.10	lncRNA	0.208
1	ENSMUSG00000086539.10	Overlaps,Included	ENSG00000259673.7	lncRNA	0.430
1	ENSMUSG00000086541.10	Overlaps,Included	ENSG00000248690.9	lncRNA	0.414
1	ENSMUSG00000086555.4	Overlaps,Included	ENSG00000293886.1	lncRNA	0.121
1	ENSMUSG00000086588.3	Included	ENSG00000267506.8	lncRNA	0.289
1	ENSMUSG00000086603.2	Included	ENSG00000224152.3	lncRNA	0.483
1	ENSMUSG00000086653.3	Overlaps,Included	ENSG00000307878.1	lncRNA	0.305
1	ENSMUSG00000086676.4	Overlaps	ENSG00000237741.1	lncRNA	0.343
1	ENSMUSG00000086709.2	Overlaps	ENSG00000248464.1	lncRNA	0.137
1	ENSMUSG00000086710.3	Included	ENSG00000226674.12	lncRNA	0.247
1	ENSMUSG00000086725.3	Overlaps	ENSG00000272606.3	lncRNA	0.123
1	ENSMUSG00000086728.5	Included,Overlaps	ENSG00000260274.3	lncRNA	0.446
1	ENSMUSG00000086740.2	Overlaps	ENSG00000307253.1	lncRNA	0.331
1	ENSMUSG00000086741.3	Overlaps,Included	ENSG00000253389.3	lncRNA	0.207
1	ENSMUSG00000086820.3	Included	ENSG00000231119.3	lncRNA	0.822
1	ENSMUSG00000086839.9	Included	ENSG00000272768.2	lncRNA	0.282
1	ENSMUSG00000086844.4	Overlaps	ENSG00000269915.1	lncRNA	0.251
1	ENSMUSG00000086890.3	Overlaps	ENSG00000300507.1	lncRNA	0.727
1	ENSMUSG00000086903.7	Overlaps	ENSG00000228630.8	lncRNA	0.599
1	ENSMUSG00000086904.3	Overlaps,Included	ENSG00000293938.1	lncRNA	0.138
1	ENSMUSG00000086948.3	Overlaps	ENSG00000228659.2	lncRNA	0.183
1	ENSMUSG00000087013.10	Included	ENSG00000267280.7	lncRNA	0.155
1	ENSMUSG00000087018.3	Included,Overlaps	ENSG00000254639.2	lncRNA	0.747
1	ENSMUSG00000087022.7	Overlaps,Included,Equal,Extends	ENSG00000225953.6	lncRNA	0.444
1	ENSMUSG00000087027.4	Overlaps	ENSG00000299102.1	lncRNA	0.076
1	ENSMUSG00000087038.12	Overlaps	ENSG00000295459.1	lncRNA	0.125
1	ENSMUSG00000087056.3	Overlaps,Included	ENSG00000259235.3,ENSG00000259385.2	lncRNA	0.195
1	ENSMUSG00000087085.3	Overlaps	ENSG00000304979.1	lncRNA	0.482
1	ENSMUSG00000087095.5	Overlaps,Included	ENSG00000229847.10	lncRNA	0.276
1	ENSMUSG00000087110.4	Overlaps	ENSG00000289185.2	lncRNA	0.253
1	ENSMUSG00000087143.12	Overlaps,Included	ENSG00000237187.10	lncRNA	0.242
1	ENSMUSG00000087165.10	Included,Overlaps	ENSG00000245275.10	lncRNA	0.067
1	ENSMUSG00000087172.3	Included	ENSG00000253311.4	lncRNA	0.081
1	ENSMUSG00000087177.10	Overlaps,Equal,Included	ENSG00000231889.10	lncRNA	0.274
1	ENSMUSG00000087184.4	Included,Overlaps	ENSG00000289877.2	lncRNA	0.229
1	ENSMUSG00000087190.4	Overlaps	ENSG00000237945.10	lncRNA	0.188
1	ENSMUSG00000087205.3	Included,Extends	ENSG00000307374.1	lncRNA	0.352
1	ENSMUSG00000087211.10	Overlaps,Included	ENSG00000277268.3,ENSG00000276707.1	lncRNA	0.241
1	ENSMUSG00000087231.10	Overlaps	ENSG00000302977.1	lncRNA	0.160
1	ENSMUSG00000087245.2	Overlaps	ENSG00000253925.2	lncRNA	0.557
1	ENSMUSG00000087249.4	Included	ENSG00000294588.1	lncRNA	0.216
1	ENSMUSG00000087252.3	Overlaps,Equal,Included	ENSG00000234390.5	lncRNA	0.390
1	ENSMUSG00000087258.3	Overlaps	ENSG00000230286.1	lncRNA	0.575
1	ENSMUSG00000087290.3	Overlaps	ENSG00000249252.6	lncRNA	0.529
1	ENSMUSG00000087295.3	Overlaps	ENSG00000227543.6	lncRNA	0.444
1	ENSMUSG00000087301.10	Overlaps,Included	ENSG00000236107.12	lncRNA	0.427
1	ENSMUSG00000087305.11	Included,Overlaps	ENSG00000309036.1,ENSG00000233108.2	lncRNA	0.107
1	ENSMUSG00000087312.3	Overlaps	ENSG00000233559.3	lncRNA	0.229
1	ENSMUSG00000087327.3	Included,Extends,Overlaps	ENSG00000257084.3,ENSG00000271969.1	lncRNA	0.770
1	ENSMUSG00000087332.4	Overlaps	ENSG00000305461.1	lncRNA	0.443
1	ENSMUSG00000087333.3	Overlaps	ENSG00000163364.13	lncRNA	0.083
1	ENSMUSG00000087341.6	Included,Overlaps	ENSG00000235831.9	lncRNA	0.179
1	ENSMUSG00000087365.11	Included,Overlaps	ENSG00000223749.12	lncRNA	0.760
1	ENSMUSG00000087366.10	Overlaps,Included	ENSG00000234807.10	lncRNA	0.156
1	ENSMUSG00000087373.9	Included,Overlaps,Equal	ENSG00000264112.2	lncRNA	0.594
1	ENSMUSG00000087377.4	Included	ENSG00000302261.1	lncRNA	0.101
1	ENSMUSG00000087400.11	Overlaps,Included	ENSG00000228495.4	lncRNA	0.298
1	ENSMUSG00000087405.3	Overlaps	ENSG00000301261.1	lncRNA	0.492
1	ENSMUSG00000087413.4	Overlaps	ENSG00000225472.3	lncRNA	0.159
1	ENSMUSG00000087458.3	Overlaps	ENSG00000250379.1	lncRNA	0.593
1	ENSMUSG00000087461.4	Overlaps,Equal,Included	ENSG00000232413.1	lncRNA	0.285
1	ENSMUSG00000087507.3	Overlaps	ENSG00000230749.6	lncRNA	0.341
1	ENSMUSG00000087516.10	Overlaps,Included	ENSG00000257817.3	lncRNA	0.293
1	ENSMUSG00000087535.4	Overlaps,Included	ENSG00000224596.10	lncRNA	0.219
1	ENSMUSG00000087539.3	Included,Equal	ENSG00000236668.4	lncRNA	0.308
1	ENSMUSG00000087540.2	Overlaps	ENSG00000226197.5	lncRNA	0.542
1	ENSMUSG00000087565.3	Overlaps	ENSG00000303910.1	lncRNA	0.480
1	ENSMUSG00000087574.4	Equal,Overlaps,Included	ENSG00000286732.2	lncRNA	0.323
1	ENSMUSG00000087575.9	Overlaps	ENSG00000224409.2	lncRNA	0.059
1	ENSMUSG00000087579.10	Overlaps	ENSG00000289228.3	lncRNA	0.192
1	ENSMUSG00000087589.5	Extends,Overlaps,Included	ENSG00000295453.1	lncRNA	0.608
1	ENSMUSG00000087601.5	Overlaps,Included	ENSG00000251173.1	lncRNA	0.177
1	ENSMUSG00000087618.3	Overlaps,Included	ENSG00000225127.6	lncRNA	0.345
1	ENSMUSG00000087620.10	Overlaps,Extends,Included	ENSG00000280870.4	lncRNA	0.208
1	ENSMUSG00000087624.3	Overlaps	ENSG00000203999.11	lncRNA	0.190
1	ENSMUSG00000087641.3	Overlaps	ENSG00000299346.1	lncRNA	0.461
1	ENSMUSG00000087657.9	Included,Overlaps	ENSG00000271434.3	lncRNA	0.465
1	ENSMUSG00000087658.4	Extends,Equal	ENSG00000233429.9	lncRNA	0.945
1	ENSMUSG00000087660.3	Overlaps,Included	ENSG00000237976.3	lncRNA	0.110
1	ENSMUSG00000087694.9	Overlaps,Included	ENSG00000250007.10	lncRNA	0.447
1	ENSMUSG00000089685.9	Overlaps,Included	ENSG00000286447.2	lncRNA	0.075
1	ENSMUSG00000089726.4	Overlaps,Equal,Included	ENSG00000215417.15	lncRNA	0.228
1	ENSMUSG00000089737.2	Included	ENSG00000271474.2	lncRNA	0.220
1	ENSMUSG00000089766.4	Overlaps,Included	ENSG00000260233.5	lncRNA	0.479
