ovlp_gene	gene_id	collapsing_category	collapsing_gene_id	gnSimpleBiotype	coverage
1	ENSG00000228487.3	Overlaps,Included	ENSMUSG00000136462.1	lncRNA	0.264
1	ENSG00000228488.1	Overlaps	ENSMUSG00000132325.1	lncRNA	0.300
1	ENSG00000228506.5	Included,Overlaps	ENSMUSG00000124409.1	lncRNA	0.202
1	ENSG00000228526.9	Overlaps	ENSMUSG00000142419.1	lncRNA	0.270
1	ENSG00000228590.5	Overlaps	ENSMUSG00000120674.2	lncRNA	0.212
1	ENSG00000228606.5	Overlaps	ENSMUSG00000126885.1	lncRNA	0.495
1	ENSG00000228630.8	Overlaps	ENSMUSG00000086903.7	lncRNA	0.577
1	ENSG00000228639.9	Overlaps,Included	ENSMUSG00000135840.1,ENSMUSG00000041674.18	lncRNA	0.200
1	ENSG00000228659.2	Overlaps	ENSMUSG00000086948.3	lncRNA	0.327
1	ENSG00000228824.9	Included	ENSMUSG00000120285.2	lncRNA	0.092
1	ENSG00000228830.1	Overlaps	ENSMUSG00000141737.1	lncRNA	0.994
1	ENSG00000228835.1	Equal	ENSMUSG00000043168.14	lncRNA	0.937
1	ENSG00000228839.6	Overlaps	ENSMUSG00000053263.5	lncRNA	0.325
1	ENSG00000228878.11	Overlaps,Included	ENSMUSG00000120169.2	lncRNA	0.206
1	ENSG00000228971.5	Overlaps,Included	ENSMUSG00000098097.10	lncRNA	0.193
1	ENSG00000229011.2	Included	ENSMUSG00000022116.9	lncRNA	0.536
1	ENSG00000229066.3	Included	ENSMUSG00000099502.3	lncRNA	0.334
1	ENSG00000229108.5	Overlaps,Included	ENSMUSG00000101067.4	lncRNA	0.089
1	ENSG00000229124.9	Overlaps	ENSMUSG00000134718.1	lncRNA	0.086
1	ENSG00000229196.5	Included,Overlaps	ENSMUSG00000085470.4	lncRNA	0.217
1	ENSG00000229224.3	Included	ENSMUSG00000130020.1	lncRNA	0.115
1	ENSG00000229337.3	Overlaps,Included	ENSMUSG00000126186.1,ENSMUSG00000120684.2	lncRNA	0.244
1	ENSG00000229388.2	Included	ENSMUSG00000134044.1	lncRNA	0.150
1	ENSG00000229415.11	Included	ENSMUSG00000112343.4	lncRNA	0.124
1	ENSG00000229425.6	Overlaps,Included	ENSMUSG00000109333.3	lncRNA	0.132
1	ENSG00000229533.1	Overlaps	ENSMUSG00000114082.3	lncRNA	0.814
1	ENSG00000229588.4	Overlaps,Included	ENSMUSG00000102548.3	lncRNA	0.168
1	ENSG00000229649.2	Overlaps	ENSMUSG00000100417.5	lncRNA	0.092
1	ENSG00000229719.8	Included	ENSMUSG00000132389.1	lncRNA	0.130
1	ENSG00000229750.2	Overlaps	ENSMUSG00000122568.1	lncRNA	0.609
1	ENSG00000229782.2	Overlaps	ENSMUSG00000141906.1	lncRNA	0.315
1	ENSG00000229807.14	Included,Overlaps	ENSMUSG00000086503.6	lncRNA	0.127
1	ENSG00000229839.7	Overlaps	ENSMUSG00000126632.1	lncRNA	0.104
1	ENSG00000229847.10	Included	ENSMUSG00000087095.5	lncRNA	0.091
1	ENSG00000229876.2	Overlaps	ENSMUSG00000131898.1	lncRNA	0.222
1	ENSG00000229891.5	Included,Overlaps	ENSMUSG00000100552.3	lncRNA	0.501
1	ENSG00000229931.4	Overlaps,Included	ENSMUSG00000038152.7	lncRNA	0.844
1	ENSG00000229943.1	Included	ENSMUSG00000134450.1	lncRNA	0.218
1	ENSG00000229950.2	Equal,Overlaps	ENSMUSG00000097752.3	lncRNA	0.266
1	ENSG00000229953.2	Overlaps	ENSMUSG00000140331.1	lncRNA	0.132
1	ENSG00000229980.6	Overlaps,Included	ENSMUSG00000124685.1	lncRNA	0.094
1	ENSG00000229989.7	Extends,Included,Overlaps	ENSMUSG00000098206.3	lncRNA	0.283
1	ENSG00000230030.2	Overlaps,Included	ENSMUSG00000085020.3	lncRNA	0.367
1	ENSG00000230148.9	Overlaps	ENSMUSG00000084844.6	lncRNA	0.905
1	ENSG00000230316.8	Overlaps	ENSMUSG00000120116.2	lncRNA	0.629
1	ENSG00000230408.4	Overlaps	ENSMUSG00000142916.1	lncRNA	0.282
1	ENSG00000230432.2	Included,Overlaps	ENSMUSG00000101840.3	lncRNA	0.246
1	ENSG00000230623.9	Overlaps,Included	ENSMUSG00000104509.4,ENSMUSG00000097229.3	lncRNA	0.386
1	ENSG00000230630.6	Overlaps,Equal	ENSMUSG00000078190.8	lncRNA	0.881
1	ENSG00000230695.3	Overlaps	ENSMUSG00000073652.12	lncRNA	0.751
1	ENSG00000230725.7	Included,Overlaps	ENSMUSG00000100630.2	lncRNA	0.146
1	ENSG00000230729.2	Overlaps	ENSMUSG00000084761.3	lncRNA	0.268
1	ENSG00000230749.6	Overlaps	ENSMUSG00000084085.4,ENSMUSG00000087507.3	lncRNA	0.885
1	ENSG00000230798.8	Overlaps	ENSMUSG00000086096.4,ENSMUSG00000122671.1	lncRNA	0.903
1	ENSG00000230831.2	Overlaps	ENSMUSG00000133631.1	lncRNA	0.106
1	ENSG00000230910.7	Overlaps,Included	ENSMUSG00000135201.1	lncRNA	0.450
1	ENSG00000230967.2	Included	ENSMUSG00000100417.5	lncRNA	0.879
1	ENSG00000230970.4	Included	ENSMUSG00000128779.1	lncRNA	0.148
1	ENSG00000231010.1	Overlaps	ENSMUSG00000127157.1	lncRNA	0.415
1	ENSG00000231119.3	Overlaps	ENSMUSG00000086820.3	lncRNA	0.482
1	ENSG00000231204.8	Included	ENSMUSG00000138929.1	lncRNA	0.117
1	ENSG00000231249.4	Included	ENSMUSG00000132047.1	lncRNA	0.233
1	ENSG00000231312.9	Included	ENSMUSG00000141875.1	lncRNA	0.069
1	ENSG00000231437.4	Overlaps,Included	ENSMUSG00000074346.8	lncRNA	0.504
1	ENSG00000231533.3	Overlaps,Included	ENSMUSG00000111443.3	lncRNA	0.146
1	ENSG00000231607.16	Overlaps,Included	ENSMUSG00000097589.12	lncRNA	0.172
1	ENSG00000231652.3	Included,Overlaps	ENSMUSG00000139197.1	lncRNA	0.225
1	ENSG00000231691.2	Overlaps	ENSMUSG00000101693.3	lncRNA	0.884
1	ENSG00000231721.9	Overlaps,Included	ENSMUSG00000044471.15	lncRNA	0.143
1	ENSG00000231754.4	Included,Equal	ENSMUSG00000086363.10	lncRNA	0.740
1	ENSG00000231764.12	Overlaps,Included	ENSMUSG00000090063.8	lncRNA	0.266
1	ENSG00000231881.3	Overlaps	ENSMUSG00000135857.1	lncRNA	0.240
1	ENSG00000231889.10	Overlaps,Included	ENSMUSG00000087177.10	lncRNA	0.228
1	ENSG00000231920.2	Overlaps,Included	ENSMUSG00000143865.1	lncRNA	0.091
1	ENSG00000231933.8	Overlaps,Included	ENSMUSG00000098230.9	lncRNA	0.084
1	ENSG00000231970.1	Included	ENSMUSG00000140202.1	lncRNA	0.244
1	ENSG00000232006.10	Overlaps,Included	ENSMUSG00000113654.4	lncRNA	0.074
1	ENSG00000232021.10	Overlaps,Equal	ENSMUSG00000106086.3	lncRNA	0.436
1	ENSG00000232044.9	Overlaps,Included	ENSMUSG00000094002.7	lncRNA	0.067
1	ENSG00000232046.9	Overlaps,Equal,Included	ENSMUSG00000099449.2	lncRNA	0.552
1	ENSG00000232077.3	Included	ENSMUSG00000127016.1	lncRNA	0.071
1	ENSG00000232104.6	Included,Equal,Overlaps	ENSMUSG00000134682.1,ENSMUSG00000101084.2	lncRNA	0.155
1	ENSG00000232139.7	Overlaps,Included	ENSMUSG00000099678.3	lncRNA	0.423
1	ENSG00000232310.11	Overlaps,Included	ENSMUSG00000120421.2	lncRNA	0.170
1	ENSG00000232412.2	Overlaps	ENSMUSG00000120132.2	lncRNA	0.269
1	ENSG00000232413.1	Included	ENSMUSG00000087461.4	lncRNA	0.686
1	ENSG00000232465.1	Included	ENSMUSG00000132057.1	lncRNA	0.312
1	ENSG00000232480.4	Overlaps,Included	ENSMUSG00000100393.2	lncRNA	0.457
1	ENSG00000232533.4	Extends,Overlaps	ENSMUSG00000131185.1,ENSMUSG00000108033.2	lncRNA	0.794
1	ENSG00000232606.4	Overlaps,Included	ENSMUSG00000100135.3,ENSMUSG00000120385.2	lncRNA	0.514
1	ENSG00000232638.2	Overlaps	ENSMUSG00000141625.1	lncRNA	0.684
1	ENSG00000232650.6	Overlaps	ENSMUSG00000085121.4	lncRNA	0.266
1	ENSG00000232828.2	Included,Overlaps	ENSMUSG00000087193.10	lncRNA	0.124
1	ENSG00000232874.2	Included,Overlaps	ENSMUSG00000138433.1	lncRNA	0.250
1	ENSG00000232920.2	Overlaps	ENSMUSG00000140390.1	lncRNA	0.327
1	ENSG00000232985.2	Overlaps,Included	ENSMUSG00000140530.1,ENSMUSG00000131899.1	lncRNA	0.495
1	ENSG00000233006.9	Included	ENSMUSG00000137923.1	lncRNA	0.085
1	ENSG00000233008.9	Included,Overlaps	ENSMUSG00000103334.3,ENSMUSG00000106023.3	lncRNA	0.212
1	ENSG00000233101.11	Overlaps,Included	ENSMUSG00000085645.4	lncRNA	0.883
1	ENSG00000233108.2	Overlaps,Included	ENSMUSG00000087305.11	lncRNA	0.206
1	ENSG00000233124.3	Overlaps	ENSMUSG00000115146.2	lncRNA	0.065
1	ENSG00000233138.1	Included	ENSMUSG00000101014.2	lncRNA	0.727
1	ENSG00000233175.3	Overlaps	ENSMUSG00000092371.3	lncRNA	0.526
1	ENSG00000233220.4	Included	ENSMUSG00000111246.2	lncRNA	0.168
1	ENSG00000233230.4	Overlaps,Included	ENSMUSG00000121628.2	lncRNA	0.223
1	ENSG00000233293.2	Overlaps,Included	ENSMUSG00000134500.1	lncRNA	0.156
1	ENSG00000233407.1	Overlaps	ENSMUSG00000129211.1	lncRNA	0.608
1	ENSG00000233429.9	Overlaps,Equal	ENSMUSG00000087658.4	lncRNA	0.943
1	ENSG00000233452.10	Overlaps,Included	ENSMUSG00000101621.4	lncRNA	0.089
1	ENSG00000233508.5	Overlaps	ENSMUSG00000054457.8	lncRNA	0.126
1	ENSG00000233547.2	Overlaps	ENSMUSG00000130152.1	lncRNA	0.960
1	ENSG00000233559.3	Overlaps,Included	ENSMUSG00000087312.3	lncRNA	0.137
1	ENSG00000233593.13	Overlaps,Included,Equal	ENSMUSG00000099061.4	lncRNA	0.513
1	ENSG00000233611.5	Overlaps,Equal,Included	ENSMUSG00000092627.5	lncRNA	0.772
1	ENSG00000233639.10	Overlaps,Included	ENSMUSG00000060424.17	lncRNA	0.185
1	ENSG00000233642.2	Overlaps,Included	ENSMUSG00000085680.3	lncRNA	0.310
1	ENSG00000233718.10	Overlaps	ENSMUSG00000124527.1	lncRNA	0.513
1	ENSG00000233721.2	Equal,Overlaps,Included	ENSMUSG00000085463.2	lncRNA	0.709
1	ENSG00000233739.1	Included	ENSMUSG00000142903.1	lncRNA	0.613
1	ENSG00000233766.9	Overlaps	ENSMUSG00000101799.3	lncRNA	0.139
1	ENSG00000233825.1	Equal	ENSMUSG00000101320.2	lncRNA	0.997
1	ENSG00000233891.9	Overlaps,Included	ENSMUSG00000136481.1,ENSMUSG00000033015.19,ENSMUSG00000132412.1	lncRNA	0.461
1	ENSG00000233912.2	Overlaps,Included	ENSMUSG00000120580.2	lncRNA	0.059
1	ENSG00000234104.2	Overlaps	ENSMUSG00000141031.1	lncRNA	0.644
1	ENSG00000234132.3	Overlaps,Included	ENSMUSG00000086264.12	lncRNA	0.174
1	ENSG00000234222.7	Overlaps	ENSMUSG00000121819.2	lncRNA	0.420
1	ENSG00000234323.11	Overlaps,Included	ENSMUSG00000086371.2	lncRNA	0.088
1	ENSG00000234362.7	Overlaps	ENSMUSG00000117509.3	lncRNA	0.876
1	ENSG00000234377.9	Overlaps,Included	ENSMUSG00000139403.1,ENSMUSG00000125131.1	lncRNA	0.376
1	ENSG00000234390.5	Equal	ENSMUSG00000087252.3	lncRNA	0.787
1	ENSG00000234396.3	Included	ENSMUSG00000141479.1	lncRNA	0.368
1	ENSG00000234432.4	Included	ENSMUSG00000120419.2	lncRNA	0.078
1	ENSG00000234494.9	Overlaps,Included	ENSMUSG00000137966.1	lncRNA	0.063
1	ENSG00000234688.4	Included	ENSMUSG00000092375.3	lncRNA	0.184
1	ENSG00000234721.4	Overlaps	ENSMUSG00000129624.1	lncRNA	0.351
1	ENSG00000234741.11	Included,Overlaps	ENSMUSG00000053332.16	lncRNA	0.159
1	ENSG00000234753.8	Overlaps,Included,Equal	ENSMUSG00000137029.1	lncRNA	0.548
1	ENSG00000234775.2	Overlaps	ENSMUSG00000134086.1	lncRNA	0.415
1	ENSG00000234781.2	Included	ENSMUSG00000100180.2	lncRNA	0.388
1	ENSG00000234807.10	Included,Overlaps	ENSMUSG00000087366.10,ENSMUSG00000135398.1	lncRNA	0.122
1	ENSG00000234883.8	Overlaps	ENSMUSG00000097418.8	lncRNA	0.255
1	ENSG00000234921.2	Included	ENSMUSG00000135174.1	lncRNA	0.351
1	ENSG00000235020.6	Overlaps,Included	ENSMUSG00000104106.3	lncRNA	0.170
1	ENSG00000235092.8	Overlaps,Included	ENSMUSG00000122281.1,ENSMUSG00000113587.3	lncRNA	0.207
1	ENSG00000235192.2	Overlaps,Included	ENSMUSG00000100197.2	lncRNA	0.302
1	ENSG00000235296.3	Included	ENSMUSG00000084822.3	lncRNA	0.148
1	ENSG00000235314.2	Overlaps	ENSMUSG00000086656.2	lncRNA	0.249
1	ENSG00000235478.7	Overlaps,Included	ENSMUSG00000132549.1	lncRNA	0.158
1	ENSG00000235512.1	Overlaps	ENSMUSG00000143944.1	lncRNA	1.0
1	ENSG00000235531.12	Overlaps,Included	ENSMUSG00000054493.4	lncRNA	0.273
1	ENSG00000235532.3	Overlaps,Included	ENSMUSG00000115821.3	lncRNA	0.083
