spec	filterThreshold	supportedICs	percsupportedICs	tech	support
Mv2	104	8374	80.1877	novel_pacBioOnly_ICs	supported
Mv2	104	49539	59.3694	novel_ONTonly_ICs	supported
Mv2	104	27698	90.025	novel_pacBio+ONT_ICs	supported
Mv2	104	35526	64.6198	intergenic_ICs	supported
Mv2	104	1587	61.2032	intergenic_pacBioOnly_ICs	supported
Mv2	104	23000	58.0046	intergenic_ONTonly_ICs	supported
Mv2	104	10939	85.9174	intergenic_pacBio+ONT_ICs	supported
Mv2	105	302184	74.2113	all_ICs	supported
Mv2	105	38399	86.9247	all_pacBioOnly_ICs	supported
Mv2	105	154967	62.7351	all_ONTonly_ICs	supported
Mv2	105	108818	93.8078	all_pacBio+ONT_ICs	supported
Mv2	105	85477	68.5725	novel_ICs	supported
Mv2	105	8366	80.1111	novel_pacBioOnly_ICs	supported
Mv2	105	49435	59.2447	novel_ONTonly_ICs	supported
Mv2	105	27676	89.9535	novel_pacBio+ONT_ICs	supported
Mv2	105	35443	64.4688	intergenic_ICs	supported
Mv2	105	1584	61.0875	intergenic_pacBioOnly_ICs	supported
Mv2	105	22934	57.8382	intergenic_ONTonly_ICs	supported
Mv2	105	10925	85.8074	intergenic_pacBio+ONT_ICs	supported
Mv2	106	301930	74.1489	all_ICs	supported
Mv2	106	38381	86.884	all_pacBioOnly_ICs	supported
Mv2	106	154760	62.6513	all_ONTonly_ICs	supported
Mv2	106	108789	93.7828	all_pacBio+ONT_ICs	supported
Mv2	106	85375	68.4907	novel_ICs	supported
Mv2	106	8357	80.0249	novel_pacBioOnly_ICs	supported
Mv2	106	49353	59.1465	novel_ONTonly_ICs	supported
Mv2	106	27665	89.9178	novel_pacBio+ONT_ICs	supported
Mv2	106	35384	64.3615	intergenic_ICs	supported
Mv2	106	1582	61.0104	intergenic_pacBioOnly_ICs	supported
Mv2	106	22883	57.7096	intergenic_ONTonly_ICs	supported
Mv2	106	10919	85.7603	intergenic_pacBio+ONT_ICs	supported
Mv2	107	301678	74.087	all_ICs	supported
Mv2	107	38360	86.8364	all_pacBioOnly_ICs	supported
Mv2	107	154563	62.5716	all_ONTonly_ICs	supported
Mv2	107	108755	93.7535	all_pacBio+ONT_ICs	supported
Mv2	107	85228	68.3727	novel_ICs	supported
Mv2	107	8344	79.9004	novel_pacBioOnly_ICs	supported
Mv2	107	49239	59.0099	novel_ONTonly_ICs	supported
Mv2	107	27645	89.8528	novel_pacBio+ONT_ICs	supported
Mv2	107	35295	64.1996	intergenic_ICs	supported
Mv2	107	1573	60.6633	intergenic_pacBioOnly_ICs	supported
Mv2	107	22816	57.5406	intergenic_ONTonly_ICs	supported
Mv2	107	10906	85.6582	intergenic_pacBio+ONT_ICs	supported
Mv2	108	301430	74.0261	all_ICs	supported
Mv2	108	38342	86.7957	all_pacBioOnly_ICs	supported
Mv2	108	154363	62.4906	all_ONTonly_ICs	supported
Mv2	108	108725	93.7276	all_pacBio+ONT_ICs	supported
Mv2	108	85123	68.2885	novel_ICs	supported
Mv2	108	8337	79.8334	novel_pacBioOnly_ICs	supported
Mv2	108	49155	58.9092	novel_ONTonly_ICs	supported
Mv2	108	27631	89.8073	novel_pacBio+ONT_ICs	supported
Mv2	108	35228	64.0777	intergenic_ICs	supported
Mv2	108	1569	60.5091	intergenic_pacBioOnly_ICs	supported
Mv2	108	22758	57.3943	intergenic_ONTonly_ICs	supported
Mv2	108	10901	85.6189	intergenic_pacBio+ONT_ICs	supported
Mv2	109	301149	73.9571	all_ICs	supported
Mv2	109	38318	86.7414	all_pacBioOnly_ICs	supported
Mv2	109	154138	62.3995	all_ONTonly_ICs	supported
Mv2	109	108693	93.7001	all_pacBio+ONT_ICs	supported
Mv2	109	84996	68.1866	novel_ICs	supported
Mv2	109	8330	79.7664	novel_pacBioOnly_ICs	supported
Mv2	109	49051	58.7845	novel_ONTonly_ICs	supported
Mv2	109	27615	89.7553	novel_pacBio+ONT_ICs	supported
Mv2	109	35155	63.9449	intergenic_ICs	supported
Mv2	109	1565	60.3548	intergenic_pacBioOnly_ICs	supported
Mv2	109	22701	57.2506	intergenic_ONTonly_ICs	supported
Mv2	109	10889	85.5247	intergenic_pacBio+ONT_ICs	supported
Mv2	10	347005	85.2186	all_ICs	supported
Mv2	10	41337	93.5756	all_pacBioOnly_ICs	supported
Mv2	10	192754	78.0324	all_ONTonly_ICs	supported
Mv2	10	112914	97.3388	all_pacBio+ONT_ICs	supported
Mv2	10	104369	83.7283	novel_ICs	supported
Mv2	10	9538	91.3339	novel_pacBioOnly_ICs	supported
Mv2	10	65267	78.2184	novel_ONTonly_ICs	supported
Mv2	10	29564	96.09	novel_pacBio+ONT_ICs	supported
Mv2	10	45849	83.3967	intergenic_ICs	supported
Mv2	10	2158	83.2241	intergenic_pacBioOnly_ICs	supported
Mv2	10	31672	79.8749	intergenic_ONTonly_ICs	supported
Mv2	10	12019	94.3999	intergenic_pacBio+ONT_ICs	supported
Mv2	110	300801	73.8717	all_ICs	supported
Mv2	110	38303	86.7074	all_pacBioOnly_ICs	supported
Mv2	110	153845	62.2809	all_ONTonly_ICs	supported
Mv2	110	108653	93.6656	all_pacBio+ONT_ICs	supported
Mv2	110	84867	68.0831	novel_ICs	supported
Mv2	110	8325	79.7185	novel_pacBioOnly_ICs	supported
Mv2	110	48947	58.6599	novel_ONTonly_ICs	supported
Mv2	110	27595	89.6903	novel_pacBio+ONT_ICs	supported
Mv2	110	35085	63.8176	intergenic_ICs	supported
Mv2	110	1562	60.2391	intergenic_pacBioOnly_ICs	supported
Mv2	110	22644	57.1068	intergenic_ONTonly_ICs	supported
Mv2	110	10879	85.4461	intergenic_pacBio+ONT_ICs	supported
Mv2	111	300555	73.8113	all_ICs	supported
Mv2	111	38282	86.6599	all_pacBioOnly_ICs	supported
Mv2	111	153655	62.204	all_ONTonly_ICs	supported
Mv2	111	108618	93.6354	all_pacBio+ONT_ICs	supported
Mv2	111	84755	67.9933	novel_ICs	supported
Mv2	111	8319	79.661	novel_pacBioOnly_ICs	supported
Mv2	111	48860	58.5556	novel_ONTonly_ICs	supported
Mv2	111	27576	89.6285	novel_pacBio+ONT_ICs	supported
Mv2	111	35020	63.6994	intergenic_ICs	supported
Mv2	111	1560	60.162	intergenic_pacBioOnly_ICs	supported
Mv2	111	22596	56.9858	intergenic_ONTonly_ICs	supported
Mv2	111	10864	85.3283	intergenic_pacBio+ONT_ICs	supported
Mv2	112	300285	73.7449	all_ICs	supported
Mv2	112	38259	86.6078	all_pacBioOnly_ICs	supported
Mv2	112	153435	62.1149	all_ONTonly_ICs	supported
Mv2	112	108591	93.6121	all_pacBio+ONT_ICs	supported
Mv2	112	84623	67.8874	novel_ICs	supported
Mv2	112	8309	79.5653	novel_pacBioOnly_ICs	supported
Mv2	112	48751	58.425	novel_ONTonly_ICs	supported
Mv2	112	27563	89.5862	novel_pacBio+ONT_ICs	supported
Mv2	112	34950	63.572	intergenic_ICs	supported
Mv2	112	1555	59.9691	intergenic_pacBioOnly_ICs	supported
Mv2	112	22539	56.842	intergenic_ONTonly_ICs	supported
Mv2	112	10856	85.2655	intergenic_pacBio+ONT_ICs	supported
Mv2	113	300028	73.6818	all_ICs	supported
Mv2	113	38238	86.5603	all_pacBioOnly_ICs	supported
Mv2	113	153235	62.0339	all_ONTonly_ICs	supported
Mv2	113	108555	93.5811	all_pacBio+ONT_ICs	supported
Mv2	113	84501	67.7895	novel_ICs	supported
Mv2	113	8301	79.4887	novel_pacBioOnly_ICs	supported
Mv2	113	48657	58.3124	novel_ONTonly_ICs	supported
Mv2	113	27543	89.5212	novel_pacBio+ONT_ICs	supported
Mv2	113	34886	63.4556	intergenic_ICs	supported
Mv2	113	1551	59.8149	intergenic_pacBioOnly_ICs	supported
Mv2	113	22492	56.7235	intergenic_ONTonly_ICs	supported
Mv2	113	10843	85.1634	intergenic_pacBio+ONT_ICs	supported
Mv2	114	299787	73.6226	all_ICs	supported
Mv2	114	38223	86.5263	all_pacBioOnly_ICs	supported
Mv2	114	153031	61.9514	all_ONTonly_ICs	supported
Mv2	114	108533	93.5621	all_pacBio+ONT_ICs	supported
Mv2	114	84391	67.7013	novel_ICs	supported
Mv2	114	8297	79.4503	novel_pacBioOnly_ICs	supported
Mv2	114	48563	58.1997	novel_ONTonly_ICs	supported
Mv2	114	27531	89.4822	novel_pacBio+ONT_ICs	supported
Mv2	114	34824	63.3429	intergenic_ICs	supported
Mv2	114	1549	59.7378	intergenic_pacBioOnly_ICs	supported
Mv2	114	22440	56.5924	intergenic_ONTonly_ICs	supported
Mv2	114	10835	85.1005	intergenic_pacBio+ONT_ICs	supported
Mv2	115	299530	73.5595	all_ICs	supported
Mv2	115	38204	86.4833	all_pacBioOnly_ICs	supported
Mv2	115	152823	61.8672	all_ONTonly_ICs	supported
Mv2	115	108503	93.5363	all_pacBio+ONT_ICs	supported
Mv2	115	84272	67.6058	novel_ICs	supported
Mv2	115	8285	79.3354	novel_pacBioOnly_ICs	supported
Mv2	115	48471	58.0895	novel_ONTonly_ICs	supported
Mv2	115	27516	89.4335	novel_pacBio+ONT_ICs	supported
Mv2	115	34751	63.2101	intergenic_ICs	supported
Mv2	115	1542	59.4678	intergenic_pacBioOnly_ICs	supported
Mv2	115	22385	56.4536	intergenic_ONTonly_ICs	supported
Mv2	115	10824	85.0141	intergenic_pacBio+ONT_ICs	supported
Mv2	116	299285	73.4994	all_ICs	supported
Mv2	116	38184	86.438	all_pacBioOnly_ICs	supported
Mv2	116	152623	61.7862	all_ONTonly_ICs	supported
Mv2	116	108478	93.5147	all_pacBio+ONT_ICs	supported
Mv2	116	84155	67.512	novel_ICs	supported
Mv2	116	8278	79.2684	novel_pacBioOnly_ICs	supported
Mv2	116	48377	57.9768	novel_ONTonly_ICs	supported
Mv2	116	27500	89.3815	novel_pacBio+ONT_ICs	supported
Mv2	116	34687	63.0937	intergenic_ICs	supported
Mv2	116	1539	59.3521	intergenic_pacBioOnly_ICs	supported
Mv2	116	22337	56.3326	intergenic_ONTonly_ICs	supported
Mv2	116	10811	84.912	intergenic_pacBio+ONT_ICs	supported
Mv2	117	299026	73.4358	all_ICs	supported
Mv2	117	38169	86.4041	all_pacBioOnly_ICs	supported
Mv2	117	152418	61.7032	all_ONTonly_ICs	supported
Mv2	117	108439	93.4811	all_pacBio+ONT_ICs	supported
Mv2	117	84027	67.4093	novel_ICs	supported
Mv2	117	8273	79.2205	novel_pacBioOnly_ICs	supported
Mv2	117	48272	57.851	novel_ONTonly_ICs	supported
Mv2	117	27482	89.323	novel_pacBio+ONT_ICs	supported
Mv2	117	34610	62.9536	intergenic_ICs	supported
Mv2	117	1536	59.2364	intergenic_pacBioOnly_ICs	supported
Mv2	117	22274	56.1737	intergenic_ONTonly_ICs	supported
Mv2	117	10800	84.8256	intergenic_pacBio+ONT_ICs	supported
Mv2	118	298755	73.3692	all_ICs	supported
Mv2	118	38155	86.3724	all_pacBioOnly_ICs	supported
Mv2	118	152198	61.6141	all_ONTonly_ICs	supported
Mv2	118	108402	93.4492	all_pacBio+ONT_ICs	supported
Mv2	118	83901	67.3082	novel_ICs	supported
Mv2	118	8267	79.1631	novel_pacBioOnly_ICs	supported
Mv2	118	48170	57.7287	novel_ONTonly_ICs	supported
Mv2	118	27464	89.2645	novel_pacBio+ONT_ICs	supported
Mv2	118	34540	62.8263	intergenic_ICs	supported
Mv2	118	1533	59.1207	intergenic_pacBioOnly_ICs	supported
Mv2	118	22221	56.04	intergenic_ONTonly_ICs	supported
Mv2	118	10786	84.7157	intergenic_pacBio+ONT_ICs	supported
Mv2	119	298542	73.3169	all_ICs	supported
Mv2	119	38142	86.343	all_pacBioOnly_ICs	supported
Mv2	119	152023	61.5433	all_ONTonly_ICs	supported
Mv2	119	108377	93.4276	all_pacBio+ONT_ICs	supported
Mv2	119	83812	67.2368	novel_ICs	supported
Mv2	119	8262	79.1152	novel_pacBioOnly_ICs	supported
Mv2	119	48096	57.64	novel_ONTonly_ICs	supported
Mv2	119	27454	89.232	novel_pacBio+ONT_ICs	supported
Mv2	119	34487	62.7299	intergenic_ICs	supported
Mv2	119	1530	59.005	intergenic_pacBioOnly_ICs	supported
Mv2	119	22178	55.9316	intergenic_ONTonly_ICs	supported
Mv2	119	10779	84.6607	intergenic_pacBio+ONT_ICs	supported
Mv2	11	345816	84.9266	all_ICs	supported
Mv2	11	41264	93.4103	all_pacBioOnly_ICs	supported
Mv2	11	191717	77.6126	all_ONTonly_ICs	supported
Mv2	11	112835	97.2707	all_pacBio+ONT_ICs	supported
Mv2	11	103962	83.4018	novel_ICs	supported
Mv2	11	9511	91.0754	novel_pacBioOnly_ICs	supported
Mv2	11	64915	77.7966	novel_ONTonly_ICs	supported
Mv2	11	29536	95.999	novel_pacBio+ONT_ICs	supported
Mv2	11	45622	82.9838	intergenic_ICs	supported
Mv2	11	2146	82.7613	intergenic_pacBioOnly_ICs	supported
Mv2	11	31468	79.3604	intergenic_ONTonly_ICs	supported
Mv2	11	12008	94.3135	intergenic_pacBio+ONT_ICs	supported
Mv2	120	298317	73.2616	all_ICs	supported
Mv2	120	38124	86.3022	all_pacBioOnly_ICs	supported
Mv2	120	151843	61.4704	all_ONTonly_ICs	supported
Mv2	120	108350	93.4044	all_pacBio+ONT_ICs	supported
Mv2	120	83712	67.1566	novel_ICs	supported
Mv2	120	8250	79.0003	novel_pacBioOnly_ICs	supported
Mv2	120	48018	57.5466	novel_ONTonly_ICs	supported
Mv2	120	27444	89.1995	novel_pacBio+ONT_ICs	supported
Mv2	120	34422	62.6116	intergenic_ICs	supported
Mv2	120	1524	58.7736	intergenic_pacBioOnly_ICs	supported
Mv2	120	22125	55.7979	intergenic_ONTonly_ICs	supported
Mv2	120	10773	84.6136	intergenic_pacBio+ONT_ICs	supported
Mv2	121	298061	73.1988	all_ICs	supported
Mv2	121	38105	86.2592	all_pacBioOnly_ICs	supported
Mv2	121	151637	61.387	all_ONTonly_ICs	supported
Mv2	121	108319	93.3776	all_pacBio+ONT_ICs	supported
Mv2	121	83598	67.0651	novel_ICs	supported
Mv2	121	8245	78.9524	novel_pacBioOnly_ICs	supported
Mv2	121	47923	57.4327	novel_ONTonly_ICs	supported
Mv2	121	27430	89.154	novel_pacBio+ONT_ICs	supported
Mv2	121	34362	62.5025	intergenic_ICs	supported
Mv2	121	1522	58.6965	intergenic_pacBioOnly_ICs	supported
Mv2	121	22072	55.6643	intergenic_ONTonly_ICs	supported
Mv2	121	10768	84.5743	intergenic_pacBio+ONT_ICs	supported
Mv2	122	297797	73.1339	all_ICs	supported
Mv2	122	38082	86.2071	all_pacBioOnly_ICs	supported
Mv2	122	151432	61.304	all_ONTonly_ICs	supported
Mv2	122	108283	93.3466	all_pacBio+ONT_ICs	supported
Mv2	122	83485	66.9745	novel_ICs	supported
Mv2	122	8238	78.8854	novel_pacBioOnly_ICs	supported
Mv2	122	47830	57.3213	novel_ONTonly_ICs	supported
Mv2	122	27417	89.1117	novel_pacBio+ONT_ICs	supported
Mv2	122	34312	62.4116	intergenic_ICs	supported
Mv2	122	1519	58.5808	intergenic_pacBioOnly_ICs	supported
Mv2	122	22031	55.5609	intergenic_ONTonly_ICs	supported
Mv2	122	10762	84.5272	intergenic_pacBio+ONT_ICs	supported
Mv2	123	297549	73.073	all_ICs	supported
Mv2	123	38070	86.18	all_pacBioOnly_ICs	supported
Mv2	123	151222	61.219	all_ONTonly_ICs	supported
Mv2	123	108257	93.3242	all_pacBio+ONT_ICs	supported
Mv2	123	83365	66.8782	novel_ICs	supported
Mv2	123	8235	78.8567	novel_pacBioOnly_ICs	supported
Mv2	123	47727	57.1978	novel_ONTonly_ICs	supported
Mv2	123	27403	89.0662	novel_pacBio+ONT_ICs	supported
Mv2	123	34249	62.297	intergenic_ICs	supported
Mv2	123	1518	58.5422	intergenic_pacBioOnly_ICs	supported
Mv2	123	21976	55.4222	intergenic_ONTonly_ICs	supported
Mv2	123	10755	84.4722	intergenic_pacBio+ONT_ICs	supported
Mv2	124	297266	73.0035	all_ICs	supported
Mv2	124	38053	86.1415	all_pacBioOnly_ICs	supported
Mv2	124	151009	61.1328	all_ONTonly_ICs	supported
Mv2	124	108204	93.2785	all_pacBio+ONT_ICs	supported
Mv2	124	83252	66.7875	novel_ICs	supported
Mv2	124	8230	78.8088	novel_pacBioOnly_ICs	supported
Mv2	124	47638	57.0912	novel_ONTonly_ICs	supported
Mv2	124	27384	89.0045	novel_pacBio+ONT_ICs	supported
Mv2	124	34191	62.1915	intergenic_ICs	supported
Mv2	124	1514	58.388	intergenic_pacBioOnly_ICs	supported
Mv2	124	21932	55.3112	intergenic_ONTonly_ICs	supported
Mv2	124	10745	84.3937	intergenic_pacBio+ONT_ICs	supported
Mv2	125	297058	72.9525	all_ICs	supported
Mv2	125	38036	86.103	all_pacBioOnly_ICs	supported
Mv2	125	150846	61.0668	all_ONTonly_ICs	supported
Mv2	125	108176	93.2544	all_pacBio+ONT_ICs	supported
Mv2	125	83154	66.7089	novel_ICs	supported
Mv2	125	8224	78.7513	novel_pacBioOnly_ICs	supported
Mv2	125	47562	57.0001	novel_ONTonly_ICs	supported
Mv2	125	27368	88.9524	novel_pacBio+ONT_ICs	supported
Mv2	125	34133	62.086	intergenic_ICs	supported
Mv2	125	1512	58.3108	intergenic_pacBioOnly_ICs	supported
Mv2	125	21885	55.1927	intergenic_ONTonly_ICs	supported
Mv2	125	10736	84.323	intergenic_pacBio+ONT_ICs	supported
Mv2	126	296849	72.9011	all_ICs	supported
Mv2	126	38023	86.0736	all_pacBioOnly_ICs	supported
Mv2	126	150673	60.9968	all_ONTonly_ICs	supported
Mv2	126	108153	93.2345	all_pacBio+ONT_ICs	supported
Mv2	126	83062	66.6351	novel_ICs	supported
Mv2	126	8218	78.6939	novel_pacBioOnly_ICs	supported
Mv2	126	47489	56.9126	novel_ONTonly_ICs	supported
Mv2	126	27355	88.9102	novel_pacBio+ONT_ICs	supported
Mv2	126	34078	61.9859	intergenic_ICs	supported
Mv2	126	1507	58.118	intergenic_pacBioOnly_ICs	supported
Mv2	126	21846	55.0943	intergenic_ONTonly_ICs	supported
Mv2	126	10725	84.2366	intergenic_pacBio+ONT_ICs	supported
Mv2	127	296608	72.8419	all_ICs	supported
Mv2	127	38011	86.0464	all_pacBioOnly_ICs	supported
Mv2	127	150475	60.9166	all_ONTonly_ICs	supported
Mv2	127	108122	93.2078	all_pacBio+ONT_ICs	supported
Mv2	127	82952	66.5469	novel_ICs	supported
Mv2	127	8214	78.6556	novel_pacBioOnly_ICs	supported
Mv2	127	47404	56.8107	novel_ONTonly_ICs	supported
Mv2	127	27334	88.8419	novel_pacBio+ONT_ICs	supported
Mv2	127	34018	61.8768	intergenic_ICs	supported
Mv2	127	1504	58.0023	intergenic_pacBioOnly_ICs	supported
Mv2	127	21799	54.9758	intergenic_ONTonly_ICs	supported
Mv2	127	10715	84.158	intergenic_pacBio+ONT_ICs	supported
Mv2	128	296390	72.7884	all_ICs	supported
Mv2	128	37996	86.0125	all_pacBioOnly_ICs	supported
Mv2	128	150289	60.8413	all_ONTonly_ICs	supported
Mv2	128	108105	93.1932	all_pacBio+ONT_ICs	supported
Mv2	128	82872	66.4827	novel_ICs	supported
Mv2	128	8210	78.6173	novel_pacBioOnly_ICs	supported
Mv2	128	47334	56.7268	novel_ONTonly_ICs	supported
Mv2	128	27328	88.8224	novel_pacBio+ONT_ICs	supported
Mv2	128	33969	61.7877	intergenic_ICs	supported
Mv2	128	1502	57.9252	intergenic_pacBioOnly_ICs	supported
Mv2	128	21757	54.8699	intergenic_ONTonly_ICs	supported
Mv2	128	10710	84.1188	intergenic_pacBio+ONT_ICs	supported
Mv2	129	296166	72.7334	all_ICs	supported
Mv2	129	37984	85.9853	all_pacBioOnly_ICs	supported
Mv2	129	150109	60.7684	all_ONTonly_ICs	supported
Mv2	129	108073	93.1656	all_pacBio+ONT_ICs	supported
Mv2	129	82766	66.3977	novel_ICs	supported
Mv2	129	8202	78.5406	novel_pacBioOnly_ICs	supported
Mv2	129	47251	56.6274	novel_ONTonly_ICs	supported
Mv2	129	27313	88.7737	novel_pacBio+ONT_ICs	supported
Mv2	129	33905	61.6712	intergenic_ICs	supported
Mv2	129	1496	57.6938	intergenic_pacBioOnly_ICs	supported
Mv2	129	21708	54.7463	intergenic_ONTonly_ICs	supported
Mv2	129	10701	84.0481	intergenic_pacBio+ONT_ICs	supported
Mv2	12	344676	84.6466	all_ICs	supported
Mv2	12	41214	93.2971	all_pacBioOnly_ICs	supported
Mv2	12	190712	77.2057	all_ONTonly_ICs	supported
Mv2	12	112750	97.1974	all_pacBio+ONT_ICs	supported
Mv2	12	103542	83.0649	novel_ICs	supported
Mv2	12	9494	90.9126	novel_pacBioOnly_ICs	supported
Mv2	12	64539	77.3459	novel_ONTonly_ICs	supported
Mv2	12	29509	95.9112	novel_pacBio+ONT_ICs	supported
Mv2	12	45398	82.5764	intergenic_ICs	supported
Mv2	12	2137	82.4142	intergenic_pacBioOnly_ICs	supported
Mv2	12	31270	78.8611	intergenic_ONTonly_ICs	supported
Mv2	12	11991	94.18	intergenic_pacBio+ONT_ICs	supported
Mv2	130	295926	72.6745	all_ICs	supported
Mv2	130	37970	85.9536	all_pacBioOnly_ICs	supported
Mv2	130	149922	60.6927	all_ONTonly_ICs	supported
Mv2	130	108034	93.132	all_pacBio+ONT_ICs	supported
Mv2	130	82640	66.2966	novel_ICs	supported
Mv2	130	8198	78.5023	novel_pacBioOnly_ICs	supported
Mv2	130	47155	56.5123	novel_ONTonly_ICs	supported
Mv2	130	27287	88.6892	novel_pacBio+ONT_ICs	supported
Mv2	130	33837	61.5476	intergenic_ICs	supported
Mv2	130	1494	57.6167	intergenic_pacBioOnly_ICs	supported
Mv2	130	21656	54.6152	intergenic_ONTonly_ICs	supported
Mv2	130	10687	83.9381	intergenic_pacBio+ONT_ICs	supported
Mv2	131	295715	72.6226	all_ICs	supported
Mv2	131	37953	85.9151	all_pacBioOnly_ICs	supported
Mv2	131	149754	60.6247	all_ONTonly_ICs	supported
Mv2	131	108008	93.1095	all_pacBio+ONT_ICs	supported
Mv2	131	82544	66.2196	novel_ICs	supported
Mv2	131	8192	78.4449	novel_pacBioOnly_ICs	supported
Mv2	131	47078	56.42	novel_ONTonly_ICs	supported
Mv2	131	27274	88.6469	novel_pacBio+ONT_ICs	supported
Mv2	131	33786	61.4548	intergenic_ICs	supported
Mv2	131	1492	57.5395	intergenic_pacBioOnly_ICs	supported
Mv2	131	21615	54.5118	intergenic_ONTonly_ICs	supported
Mv2	131	10679	83.8753	intergenic_pacBio+ONT_ICs	supported
Mv2	132	295448	72.5571	all_ICs	supported
Mv2	132	37933	85.8698	all_pacBioOnly_ICs	supported
Mv2	132	149544	60.5397	all_ONTonly_ICs	supported
Mv2	132	107971	93.0776	all_pacBio+ONT_ICs	supported
Mv2	132	82436	66.1329	novel_ICs	supported
Mv2	132	8185	78.3779	novel_pacBioOnly_ICs	supported
Mv2	132	46994	56.3194	novel_ONTonly_ICs	supported
Mv2	132	27257	88.5917	novel_pacBio+ONT_ICs	supported
Mv2	132	33719	61.3329	intergenic_ICs	supported
Mv2	132	1490	57.4624	intergenic_pacBioOnly_ICs	supported
Mv2	132	21564	54.3831	intergenic_ONTonly_ICs	supported
Mv2	132	10665	83.7653	intergenic_pacBio+ONT_ICs	supported
Mv2	133	295232	72.504	all_ICs	supported
Mv2	133	37917	85.8336	all_pacBioOnly_ICs	supported
Mv2	133	149370	60.4693	all_ONTonly_ICs	supported
Mv2	133	107945	93.0552	all_pacBio+ONT_ICs	supported
Mv2	133	82315	66.0358	novel_ICs	supported
Mv2	133	8174	78.2725	novel_pacBioOnly_ICs	supported
Mv2	133	46896	56.2019	novel_ONTonly_ICs	supported
Mv2	133	27245	88.5527	novel_pacBio+ONT_ICs	supported
Mv2	133	33658	61.222	intergenic_ICs	supported
Mv2	133	1483	57.1924	intergenic_pacBioOnly_ICs	supported
Mv2	133	21516	54.2621	intergenic_ONTonly_ICs	supported
Mv2	133	10659	83.7182	intergenic_pacBio+ONT_ICs	supported
Mv2	134	295018	72.4515	all_ICs	supported
Mv2	134	37905	85.8065	all_pacBioOnly_ICs	supported
Mv2	134	149191	60.3968	all_ONTonly_ICs	supported
Mv2	134	107922	93.0354	all_pacBio+ONT_ICs	supported
Mv2	134	82206	65.9484	novel_ICs	supported
Mv2	134	8172	78.2534	novel_pacBioOnly_ICs	supported
